Máy nguyên seal nguyênhộp. <aspect> Giao hàng </aspect> nhanh. Nói chung mua điện thoại chỉ nên tin tưởng mỗiTiki.	Giao hàng	2
<aspect> Máy </aspect> đẹp. Giao hàngnhanh.	Máy	2
<aspect> Sản phẩm </aspect> ok đáng mua trong tầm giá	Sản phẩm	2
<aspect> Sản phẩm </aspect> bọc kỹ cẩnthận, giao hàngnhanh. <aspect> Sản phẩm </aspect> quá tốt rồi nên ko có đánh giá gì thêm:	Sản phẩm	2
Hàng hóa giao nhanhchóng. Đóng gói rất chắc chắn và cứngcáp. <aspect> Hàng hoá </aspect> đúng như quảngcáo, chất lượng ok	Hàng hoá	1
<aspect> hàng </aspect> chuẩn chính hãng	hàng	1
Hàng hóa giao nhanhchóng. Đóng gói rất chắc chắn và cứngcáp. Hàng hoá đúng như quảngcáo, <aspect> chất lượng </aspect> ok	chất lượng	1
Giao đúngtime, <aspect> sp </aspect> như hình giá khá ổn Sẽ tiếp tục ủng hộ shop nha	sp	2
Hàngđẹp.sử dụngtốt. <aspect> bộ nhớ </aspect> lớn	bộ nhớ	2
Đơn <aspect> giao </aspect> siêu tốc trong 2h Mình sài Xiaomi lâunăm, thấy khá ổn Đóng gói chỉnh chu Vẫn thắc mắc sao kích hoạt bảo hành	giao	2
Giao hàngnhanh, đóng gói chắcchắn. Hàng tiki Trading nên yên tâm vềchất lượng. <aspect> Giá </aspect> tốt, được tặng thêm bao da rất thích	Giá	2
Cảm nhận đầu tiên của mình về máy <aspect> đọc </aspect> sách ppw5 này khátốt, đang <aspect> đọc </aspect> điện thoại chuyển qua kindle thật chưa quenlắm, bao da bản kids ngọc lục bảo đẹp hơn mìnhnghĩ, rất có cảm xúc để có thể trên tay e nó cảngày. Giao diện máy cơ bản dễ dùng cho ngmới, đènnền, chữ to rõnét, tông ấm dễchịu..nói chung đáp ứng vừa đủ yêucầu. Shop gửi hàng rấtnhanh, đóng gói cẩnthận, trc mắt thì dùng ổn k thấy lỗi lầmj. Nói chung mình khá hài lòng về máy cũng như các b hỗ trợ bênshop. Thanks	đọc	1
<aspect> Hàng </aspect> VN/A chínhhãng, kích hoạt bảo hànhchuẩn, máy màu trắng trông rấtsang, 5 sao choTiki.	Hàng	1
Giao hàngnhanh, <aspect> máy </aspect> nguyênseal, có tem nhập khẩu đầyđủ... Tóm lại hàngchuẩn.	máy	1
Hàng chính hãng Nokia.loato.máy đẹp <aspect> .pin </aspect> trâu.nhỏgọn.cho5sao.giao hàng nhanh	pin	2
<aspect> chất lượng </aspect> chính hãng	chất lượng	1
Đóng gói cẩnthận. Hàng chínhhãng, giao đúngmầu. <aspect> Giá </aspect> rẻ hơn so với sản phẩm cùng loại ở cá siêu thị điệnmáy.	Giá	2
mẫu mã đẹp và nhiều <aspect> tính năng </aspect>	tính năng	2
Giao hơi saimàu! Đặt cầu vồng giao màuđen. Thôi tạm chấp nhậnđược! <aspect> Máy </aspect> mượt dùng khá sướngtay. Ram mặc định là4GB, nếu muốn dùng tối đa 6GB Ram thì vào phần thông tin máy để bậtlên.	Máy	2
Máy pin cựctrâu, <aspect> cảm ứng </aspect> mượt lắm nha	cảm ứng	2
sp như mongđợi. máy đã lên 4g nên dùng dc lâu dài ko sợ cắt sóngnữa. pinlâu.giao hàngnhanh.đòng <aspect> gói </aspect> cẩnthận. thanks	gói	2
<aspect> Hình ảnh </aspect> ok, nhỏgọn, tải đcsách, nói chung dùng khá tốt	Hình ảnh	2
máy giao nhanh.đẹp tuyệt vời.nguyên seal.mua lần 2 rồi vẫn cứ gọi là ok.shop <aspect> bán hàng </aspect> rất là ok	bán hàng	2
Ipad giá rẻ so với thịtrường, giaonhanh, <aspect> đóng gói </aspect> cẩn thận	đóng gói	2
Điên thoai hàng chínhhãng, thiết kế đơn giản nhưngđẹp, <aspect> chất lượng </aspect> ổnđịnh. Đóng gói hàng kỹ và chắcchắn, giao hàngnhanh! Giátốt!	chất lượng	2
Sptốt, hàng chínhhãng. <aspect> Shop </aspect> uy tín mua nhiều lầnrồi.	Shop	2
<aspect> Hàng </aspect> rất OK đóng gói cẩn thận Tên mác dính chăt Mua lần 2 rồi	Hàng	1
Máy <aspect> hoạt động </aspect> tốt. Tuy hơi giựt nhưng do chưa quenmắt. Sau khi sử dụng thêm một thời gian mới có thể đánh giáthêm.	hoạt động	2
<aspect> giao hàng </aspect> nhanh, máyổn,đẹp. đường viềnmỏng, cầm vừatay.	giao hàng	2
Mình mua hôm15/1 dc giảm tiki800k. Dc giá rẻ nên mình rấtdui. Tin tưởngtiki. Giao từ hà nội vào tiền giang 5ngày. Do nhà mình mua tiki khá nhièu ngày2,3 đơn nên quen mặt ko cần mã gìhết. Theo mình <aspect> đóng gói </aspect> nên thêm mấy lớp nữa chochắc. Nói chung mìnhưng. Mn nên mua tiki nha uy tín chất lượng	đóng gói	0
Không cóNFC, khả năng chống rung khi quay video không ổnlắm. <aspect> Camera </aspect> ổnthôi.	Camera	1
đang sửdụng, khá ổn trong <aspect> tầm giá. </aspect> chưa có thời gian sử dụng nhiều để đánh giá	tầm giá	2
Giao hàng nhanh đóng gói cẩnthận, <aspect> chất lượng sản phẩm </aspect> cầm thời gian để đánh giá thêm	chất lượng sản phẩm	1
<aspect> sản phẩm </aspect> rất chắcchắn,loato,pinkhỏe,đẹp.	sản phẩm	2
Ngon trong tầmgiá, <aspect> màn hình </aspect> đẹp.	màn hình	2
<aspect> Giao </aspect> nhanh hàng chính hãng	Giao	2
Ban đầu cũng hơi đắn đo xíu nhưng khi nhận hàng thì khá hài lòng chưa biết bền hay không nhưng hàng hoá và <aspect> dịch vụ </aspect> thì xứng đáng5	dịch vụ	2
<aspect> Pin </aspect> trâu, màn đẹp số với mức giá	Pin	2
Shop hỗ trợ nhiệt tình và nhanhchóng, đóng gói lại kĩ nữa nên nhận về hộp còn nguyên vẹn không ráchmóp. Máy còn nguyênseal. <aspect> Đơn vị vận chuyển </aspect> nhanh, shipper nhiệttình.	Đơn vị vận chuyển	2
<aspect> Hàng </aspect> chính hãng tốt	Hàng	1
Đã nhận đchàng, gói cẩnthận, tiện đọc buổi tối vì chỉnh được độ ấm và ánh sáng nên kháthích. <aspect> Hàng giao </aspect> nhanh.	Hàng giao	2
<aspect> Sản phẩm </aspect> như hình	Sản phẩm	1
<aspect> Giao </aspect> sớm hơn dự kiến tới 3ngày. Cám ơn shopnhiều. Hàng đẹp và chấtlượng.	Giao	2
Giao hàng nhanh và đóng gói cẩnthận. <aspect> Máy </aspect> dễ sửdụng, đọc không chóimắt.	Máy	2
Ship siêunhanh, trưa đặt chiềunhận. Mất khoảng5h. Đóng gói rất chắcchắn. <aspect> Hàng </aspect> nguyêntem. Máy chạyngon, hơi chậm nhưng so giá tiền thì ko đòi hỏi gìhơn. Lần đầu dùng Tiki tôi rất hài lòng về dịch vụ 	Hàng	1
Máy giao đến sau 3 ngàydự kiến lúc đầu là 7ngày, đóng gói cẩnthận, bọc xốp và chống sốc đầyđủ. Hộp dánseal, <aspect> máy </aspect> dùng đến hiện tạiok.	máy	1
máyổn. <aspect> Đóng gói </aspect> cẩn thận	Đóng gói	2
<aspect> Giao hàng </aspect> nhanh, hộp bị móp Wpp5 nhìn rất đãmắt, cầm nhẹ nhàng	Giao hàng	2
Máy ngoại hìnhđẹp, màu sắc màn hình ko đẹplắm, <aspect> chụp ảnh </aspect> cơbản, cấu hình chơi đc liênquân, mấy game nặng thì ko nênchơi. Được cái xài đa nhiệm kolag, cóNFC, pintrâu. Vì đang xài dòng pova của tecno nên thấy dòng spark này hợp lý với giá tiền	chụp ảnh	1
<aspect> giao </aspect> đúng ngàyhẹn, hàng nguyên kiện,sử dụng vài ngày mới biết chất lượngđc.tthanks	giao	2
Hộp bị móp tý nhưng máy thì chưa thấy bị lỗi gì hy vọng ngon lành <aspect> Máy </aspect> khánhẹ, ok	Máy	2
Hình ảnh và chữ rõnét, cảm ứngmượt. <aspect> Sản phẩm </aspect> được bọc cẩnthận.	Sản phẩm	2
Đơn hàng hơn 4 trieu mà shop <aspect> đóng gói </aspect> sơ sài, không lót mút chốngsốc, hàng điện tử dễvỡ! Mong Tiki để ý khâu <aspect> đóng gói </aspect> nhé! Tôi có gửi kèm hình ảnh hộp hàng khi tôi nhận dc từ shipper	đóng gói	1
<aspect> giao hàng </aspect> rất đúnghẹn. đóng gói chắcchắn. giá thành vừa phải hi vọng là dùng sẽ ổn	giao hàng	2
Rất tin tưởng tikitrading. <aspect> Máy </aspect> đẹp, hoàn thiện tốt nhưng sử dụng có vẻ không được mượt màlắm.	Máy	2
Tốt trongtầm giá, màn ko đẹplắm, tốc độ ko mượtlắm, đk cái <aspect> đa nhiệm </aspect> cũng ok	đa nhiệm	2
Sp quáđẹp, sử dụng ngonlành, <aspect> pin </aspect> trâu,	pin	2
Tiki <aspect> giao hàng </aspect> khánhanh. Máy thì lần đầu mình dùng phải để lâu lâu mới đánh giá được máy có tốt haykhông. Nhưng nhìn quả giao diện khá đẹp mắt và chấtlượng. Hy vọng với việc chi gần 4 củ này mình sẽ chăm chỉ đọc sách hơn thay vì ngồi lướtweb.	giao hàng	2
Bộ nhớ đủdùng, ram đủdùng. Combat game lúc đông người fpsgiảm. <aspect> Giá </aspect> điện thoại vừa túitiền.	Giá	1
<aspect> Máy </aspect> đẹp, chấtlượng, giao hàngnhanh. Bất ngờ khi nhận được phiên bản Kids edition có thêm bao da	Máy	2
Sản phẩm chấtlượng, mới như môtả. Nhận sản phẩm rất ưngý. <aspect> Giao </aspect> sản phẩm nhanhchóng. Lần đầu mua đồ điện tử nhưng rất hài lòng trêntiki.	Giao	2
<aspect> hàng </aspect> đúng môtả, máy đọc sách tốt	hàng	1
Giao hàngnhanh, <aspect> màn hình </aspect> lớn, chất lượng tốt với giá thành	màn hình	2
máymới, <aspect> đóng gói </aspect> kỹ	đóng gói	2
<aspect> Giao hàng </aspect> nhanh, đóng gói cẩnthận, cho kiểm tra hàng khi nhận, chất lượng tuyệt vời	Giao hàng	2
điện thoai <aspect> nghe </aspect> lớn rõ,rất hài lòng.	nghe	2
Giao hàngnhanh, <aspect> đóng gói </aspect> kỹ.. sản phẩm nhìn qua ổnáp, check bảo hành ổn Giờ sử dụng xem sao đã	đóng gói	2
<aspect> Điện thoại </aspect> chínhhãng, nghe rõto, bàn phím bấmnhẹ.	Điện thoại	1
Nguyênseal, <aspect> thiết kế </aspect> đẹp, màn hình hơi rỗ	thiết kế	2
<aspect> Máy </aspect> đẹp, lướtmượt, cảm ứngnhạy, loato,rõ, hài lòng về sp của shop và tiki	Máy	2
Lần đầu muamáy, cảm giác đọc sướnglắm, giátốt, máy quáđẹp, <aspect> màn hình </aspect> đọc k mỏimắt. Mỗi tội máy có 1 chấm sáng nhỏ do lỗi <aspect> màn hình </aspect> nhưng nhìn chung nênmua.	màn hình	2
Tiki giao nhanh <aspect> hàng </aspect> chuẩn. Ship thânthiện. Mỗi tội màu hồng trông ko khác gì màu trắng mấy: màu kiểu hơi hồngtím. Mất công chờ đợi màu hồng mà thất vọng về màu thui chứ <aspect> hàng </aspect> chuẩn lắm nè	hàng	1
Bưu tá tikinow giao nhanh thì nhanh thậtsự, 40 phút đã tớigiao, nhưng mà hay là do mình trả tiền trước nên bưu tá hơi mất lịchsự, kiểu nhanh nhanh chóng chóng không cho kiểm hàng luônấy, bỏ nhiều tiền sợ lắm chứtiki, không kịp làm gì đã hoàn thành luôn đơn rồi: may là <aspect> máy </aspect> mọc mọi thứ ổncả, để thêm ạ	máy	2
Shop <aspect> đóng gói </aspect> sản phẩm cẩnthận, có giấy tờ đầyđủ, giao hàngnhanh, máy bản mới nên rấtđẹp, rất đáng mua nhé mọi người 	đóng gói	2
Chất lượng sản phẩm của Shop rất tốt đẹp full box chính hãng nguyên seal rất tốt tuyệtvời, Shop đóng gói rất kỹđẹp, <aspect> thời gian giao hàng </aspect> rấtnhanh, em chân thành cảm ơn Shop và Anh Shipper rất nhiều ạ	thời gian giao hàng	2
<aspect> Sản phẩm </aspect> chất lượngtốt!	Sản phẩm	2
Rấtưng, giaonhanh, <aspect> máy </aspect> mới cứng ngonlành. Cực kì yên tâm khi mua đồ công nghệ trên Tiki	máy	2
lần đầu tiên mua trên tiki sp giá trị cao lại ck trước nên rất là hồihộp. Nhận được hàng mừng quátrời. <aspect> sản phẩm </aspect> còn nguyênseal. đóng gói cẩnthận. Đúng hàng chínhhãng. Mình mua tặng nên hy vọng ông xãthích.	sản phẩm	1
Giao hàng rấtnhanh, vỏ hộp không bị bópméo, <aspect> máy </aspect> như miêu tả	máy	1
Máyđẹp, <aspect> chụp ảnh </aspect> ok, màn hình cựclớn, pin 6000mA nên dt hơinặng, thương hiệu Nokia thì uy tín	chụp ảnh	1
Sản phẩm chính hãng giao nhanh quá ok so vs <aspect> giá </aspect> các nơi khácnhé.	giá	2
giao hàng đúng hẹn <aspect> chất lượng </aspect> tốt,hy vọng thời gian xài ko bị sự cố ngoài ý muốn	chất lượng	2
Máy mới, chất lượng nghe gọi tốt, <aspect> đóng gói </aspect> cẩn thận, sản phẩm nên mua, sẽ ủng hộ Tiki lần sau	đóng gói	2
<aspect> Đóng gói </aspect> cẩn thận đã dánok. thanks	Đóng gói	2
Hàng giao siêunhanh, đóng gói cẩnthận. Điện thoại màu xanh ngọc trôngđẹp, ko bịsến. <aspect> Máy </aspect> pintrâu, sạcnhanh, hao pinít, màn hình sắcnét, ít bị đơlag, đáp ứng được các nhu cầu cơbản, phù hợp cho các cụ chỉ có nhu cầu nghegọi, dùngfb,zalo,youtube. Điểm ko ưng là camxấu, cam đẹp vốn là điểm mạnh của Oppo mà máy này chụp bịmờ, màu ảnh kođẹp. Mua bên sàn T thì giá sale rẻhơn. Nóichung, máy này dành cho ng chỉ có nhu cầu sdung cơ bản mua cho các cụ dùng hoặc làm máy phụ nghe gọi thìok, cũng có thế cân nhắc nha	Máy	2
Máy đẹp <aspect> giao hàng </aspect> sớm dong hàng cẩnthận. Mua về cho con xài tốt	giao hàng	2
Sản phẩm <aspect> giá </aspect> rẻ có quảng cáo và không thể remove nhưng trong mô tả sản phẩm không cóghi.	giá	2
<aspect> sp </aspect> chinhhang, nguyenzin, chaytôt, giao hang ratnhanh, đc tang bao da nua 	sp	1
Giao nhanh <aspect> đóng gói </aspect> OK	đóng gói	1
Điện thoạiổn, có cả <aspect> ốp </aspect> rất xinh Cám ơn shop	ốp	2
sptốt. hư quảng cáoạ. m dùng thử lâu rồi mà giờ mới đánh giáđc, sorry shopnhé. <aspect> shop </aspect> làm ăn uytín, nhiệt tình với khách lắmạ. sẽ ủng hộ lần sau	shop	2
<aspect> giao </aspect> nhanh, nguyên seal	giao	2
hàng đúng môtả, <aspect> máy đọc sách </aspect> tốt	máy đọc sách	2
Tốt trong tầm <aspect> giá </aspect> , cammerađẹp, sắcnét, pin tốt	giá	2
<aspect> Hàng </aspect> nguyên sealluôn. Mớitinh. Rất hàilòng!	Hàng	1
<aspect> giao </aspect> nhanh giá cả hợp lý	giao	2
Giao hàngnhanh, đúnghẹn, máyđẹp, đúng cấuhình, <aspect> Câmera </aspect> chụp hình đẹp và lấy nét nhanh, ram khủng nên khá mượt mà cầm khá sướngtay... Khá thích thiết kế tuy hoài niệm về máy chụp hình xưa classsic nhưng vẫn thể hiện nét hiện đại trẻtrung.Cool...	Câmera	2
<aspect> Chất lượng </aspect> tệ.Nghe, nói loãngtiếng, âm thanh tiếng nói quá trong hay bị echo dù dã tắt chế độeco.	Chất lượng	0
<aspect> đánh giá </aspect> tốt	đánh giá	2
Máy to dùngngon, chơi game tốt <aspect> pin </aspect> trâu. Đáng đồng tiền	pin	2
<aspect> Hàng </aspect> tốt, đúng môtả, quà tặng đầyđủ. Đây là lần đầu tiên mình sử dụng kindle trải nghiệm quá tuyệt khi mình có thể vừa nằm trên giường vừa đọc đượcsách, shop cũng tặng cho một cái bao danữa, mình trừ 1 sao vì bên ship chậm mất mộtngày.	Hàng	1
<aspect> Hàng </aspect> chínhhãng. Nguyênseal. Nênmua!	Hàng	1
xài ổnđịnh. <aspect> giao hàng </aspect> nhanh	giao hàng	2
<aspect> sp </aspect> như mongđợi. máy đã lên 4g nên dùng dc lâu dài ko sợ cắt sóngnữa. pinlâu.giao hàngnhanh.đòng gói cẩnthận. thanks	sp	2
Tiki <aspect> đóng gói </aspect> cẩnthận. Hàng chính hãng xịnxò. So sánh giá vs các bên khác thì bên tiki đợt sale rẻ  áp mã thêm còn chưa tới 15tr 	đóng gói	2
<aspect> Giao hàng </aspect> nhanh, nguyên seal	Giao hàng	2
Mình nhận hàng và sử dụng được 10ngày, theo cảm nhận riêng của mình thì hàng giá trị cao nhưng <aspect> đóng gói </aspect> sơxài, mình sử dụngcác app, đặc biệt thì hay bịđơ, telegram cũngvậy. Lần đầu mua iphone trên Tiki cũng lo lắng gặp hàng lỗi:	đóng gói	0
<aspect> Sản phẩm </aspect> đúng mới nguyênseal, chưaactive, mình nhận ngày hôm nay dùng rất hàilòng. Tuy nhiên mình có ý kiến là tiki gói hàng hơi mong manh dễ vỡquá, hàng giá trị cao mà ko có nylon bong bóng chống sốc gìcả. một góc hộp bị cấnđùn, may sao máy cònnguyên.	Sản phẩm	1
Máy nhìnđẹp, mượtmà. Cần sử dụng lâu mới có đánh <aspect> giá </aspect> chínhxác. Nhưng nhìn chung ổn so vớimức giá. Tiki giao hàng rấttốt, <aspect> giá </aspect> rẻ hơn so với một sốweb,,.	giá	2
tôi đang dùng iphone 6s khi đổi qua ip 13 thì thấy bị ámvàng, màu rất xấu và <aspect> sóng </aspect> yếu12vạch tôi ở ku vực quận9, khi so màu với vsmart vợ tôi dùng cũng khôngbằng. tiki liên hệ tôi đổi lại máykhác.	sóng	0
<aspect> Sản phẩm </aspect> chính hãng chất luọng tốt	Sản phẩm	2
Máy chính hãng <aspect> chất lượng </aspect> tốt, đóng gói bao bì kỹ và giao hàng nhanh. Mua hàng ở Tiki rất an tâm.	chất lượng	2
Sản phẩm đẹp hơn khi xemonline. Bao da chính hãng tặng kèm rấtđẹp. Cấu hình và tốc độ theo tầm giá thì quá chuẩn SamSung. <aspect> Nhân viên </aspect> nhiệttình, vuivẻ, thânthiện.	Nhân viên	2
Máy mớikeng. Cấu hình ok ngonlành, <aspect> màn hình </aspect> đẹp,mượt. Đóng góikỹ, vận chuyểnnhanh. Giátốt. Chỉ mỗi cái là không biết đăng ký bảo hành thếnào. Cám ơnshop.	màn hình	2
<aspect> Sản phẩm </aspect> tốt, được tặng kèmbao da, giao hảng rấtnhanh.	Sản phẩm	2
Điện thoại xài <aspect> nghe </aspect> rõ, chuông to	nghe	2
Máy hoạt độngtốt. Tuy vậy ko có <aspect> cảm biến vân tay, </aspect> hơi bấttiện. Mọi người mua nhớ kiểmtra.	cảm biến vân tay,	0
Máynhẹ, cầm nắm chắctay, đỡ mỏi tay hơn khi cầm sách Màn hình đem lại trải nghiệm như đọc sách giấy <aspect> Dịch vụ </aspect> bán hàngtốt, giá cả và ưu đãi cạnh tranh	Dịch vụ	2
<aspect> Giao </aspect> sớm mong doi	Giao	2
<aspect> hàng </aspect> giao như hình	hàng	1
<aspect> máy </aspect> Sài tốt ổn định màng hình rộng rất tiện cho người lớn tuổi sửdụng, mình rất thích giao hàng nhanh	máy	2
Giao hàngnhanh, đóng góikỹ.. sản phẩm nhìn qua ổnáp, check <aspect> bảo hành </aspect> ổn Giờ sử dụng xem sao đã	bảo hành	1
Em nó đẹp lắm luônnha, <aspect> hàng </aspect> còn nguyênseal, chữ rõ ràng sắcnét. Từ lâu mình đã ước ao được tậu một bé kindlevề, nhờ shop mà giờ mình đã đc thoả nguyện 	hàng	1
<aspect> Điểm chết trên màn hình </aspect> gây khó chịu khidùng. Máy trôi bảo hành rồi	Điểm chết trên màn hình	0
<aspect> Hàng </aspect> chínhhãng, mẫu mớiđẹp. Mua ở đây nhiều lần yên tâm hàngchuẩn.Verrygood!	Hàng	1
Máy kháto, cầm nặngtay, không được mỏng dự đoán là do <aspect> dung lượng pin </aspect> lớn nhưng với tầm giá này thì không có gì đểchê. Cấu hình như này với tôi thế làđược, phù hợp với nam giới hơn nữgiới.	dung lượng pin	2
sản phẩm giống hìnhảnh. <aspect> đóng gói </aspect> chắcchắn. máy nhìn đẹp	đóng gói	2
Nhận <aspect> hàng </aspect> nguyênseal, giao hàngnhanh, máy đẹp	hàng	1
Giao hàng hơichậm. <aspect> Máy </aspect> hình thứcok. Màn hình hơi không được nétlắm. Tốt trongtầm giá.	Máy	2
Thích hợp dùng cho <aspect> người già, máy </aspect> đẹp, cầm chắctay. Tiki giao hàng nhanh	người già, máy	2
<aspect> máy </aspect> đep.mới, nguyêntem, cho con học online ok	máy	2
<aspect> sản phẩm </aspect> ok.	sản phẩm	1
10 sao cho Tiki giao hàng rấtnhanh, đóng gói cẩn thận antoàn. Máy chínhhãng,đẹp. Góp ý xíu là nhà bán hàng nên làm thẻ bảo hành đẹp đẹpxíu, kiểu như namecard cũngđược. Hiện giờ bảo hành kiêm tờ hoá đơn bán hàng nhìn nó cùicùi, kođẹp, dễ bị vứt đi khi khuihộp. Cái nữa là <aspect> giá tiền </aspect> trên cái bill của người bán nó ko khớp với giá mình trả trên trangtiki. Rấtkỳ.	giá tiền	0
Hàngtốt, còn nguyêntem, bao bì:3 nói chung mua điện thoại trên tiki rất nhiều lần rồi nên cũng khá là yêntâm, đặc biệt là khi nhà cung cấp là tikitrading. <aspect> Đóng gói </aspect> sản phẩm khá là kỹlưỡng, bỏ nhiều xốp để chống sốc khi va đập lúc vận chuyên nên cho 5 sao:3	Đóng gói	2
Máy nguyên xi chưa bóctem, <aspect> máy </aspect> xàimượt, màn hình sắc nét	máy	2
sản phẩm như quảng cáo chính hãngmastel, <aspect> đóng gói sản phẩm </aspect> chắcchắn, nên mua tại shop nàynhé.	đóng gói sản phẩm	2
<aspect> Hàng </aspect> chuẩn, giaonhanh, mình mua được giá 7tr1 cũng rẻrồi. Cáp sạc xịn pass lại cũng đỡ được vàitrăm.	Hàng	2
Hàng đúng môtả! Hàng chínhhãng, sử dụngtốt! Hàng đúng môtả! Hàng chínhhãng, sử dụngtốt! <aspect> Giao hàng </aspect> nhanh! Chuông tốt	Giao hàng	2
đóng gói cẩnthận. <aspect> hàng </aspect> còn niêm phong giao hàngnhanh.	hàng	1
Máy ok, <aspect> pin </aspect> trâu thích hợp cho người lớn tuổi dùng	pin	2
<aspect> Ngoại hình </aspect> vuôngvắn, góccạnh, hợp đànông. Mua cho trẻ con nộp bàitập, chụp bài tập và ứng dụng chat nên thấyok.	Ngoại hình	1
mỏng, nhe, màn hình rấtđẹp, pin 5000mAh nhưng cũng khátrâu, nói chung rất xứng đáng trongtầm giá, các bạn nênmua, TIKi <aspect> giao nhanh </aspect> như chớp	giao nhanh	2
Shop hỗ trợ nhiệt tình và nhanhchóng, đóng gói lại kĩ nữa nên nhận về hộp còn nguyên vẹn không ráchmóp. <aspect> Máy </aspect> còn nguyênseal. Đơn vị vận chuyểnnhanh, shipper nhiệttình.	Máy	1
<aspect> Sản phẩm </aspect> ok. Tuy nhiên Tiki không hỗ trợ triệt để doanh nghiệp xuất hóa đơn đỏ với đơn hàng trên20M.	Sản phẩm	2
<aspect> Giao hàng </aspect> nhanh, hàng nguyênhộp. Sản phẩm ko có gì đểchê, nếu có tải sách miễn phí thì tốt hehe	Giao hàng	2
<aspect> điện thoại </aspect> rất ok ạ	điện thoại	1
Máy bị hở sáng quánhiều. Đề nghị Tiki xem xét <aspect> đổi </aspect> chotôi.	đổi	1
Chọn tikinow nên đc nhận trongngày, đóng góikỹ, Shipper mở cho kiểm ngoại quan tại chỗ vì đh giá trịcao, thấy đóng gói rất cẩn thậnphải chi bọc sách cũng đc dị, hộp nguyênseal, đủpk. Đtmới, <aspect> màu </aspect> đẹp kích hoạt ngay ngày mualuôn, bảo hành cũng đúng 1năm, dùng đc tầm 1 tuần thì thấy cũngổn, trừ hết pin hơinhanh, đc 1ngày, à có để mở sáng màn hình không tắt không wifi cả ngày thì từ sáng tới chiều hao tầm6070, cũng ok với đứa không coi phim chơi game nhiều như mình  không đòi hỏi nhiều nên nói chung kháưng.	màu	2
Sản phẩmok, xài tốt cho <aspect> mắt </aspect>	mắt	2
